Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_33_185,VGND,li1,92.0000,103.3600,0.001972
FILLER_33_173,VGND,li1,87.8600,103.3600,0.001911
FILLER_33_158,VGND,li1,78.6600,103.3600,0.001766
FILLER_33_135,VGND,li1,68.0800,103.3600,0.001553
FILLER_33_113,VGND,li1,58.8800,103.3600,0.001310
FILLER_33_94,VGND,li1,49.4500,103.3600,0.001091
FILLER_33_57,VGND,li1,33.1200,103.3600,0.000607
FILLER_33_55,VGND,li1,31.0500,103.3600,0.000512
FILLER_33_51,VGND,li1,29.9000,103.3600,0.000512
FILLER_33_39,VGND,li1,26.2200,103.3600,0.000347
FILLER_33_27,VGND,li1,20.7000,103.3600,0.000347
FILLER_33_15,VGND,li1,15.1800,103.3600,0.000347
FILLER_33_3,VGND,li1,9.6600,103.3600,0.000347
FILLER_32_270,VGND,li1,130.1800,97.9200,0.001482
FILLER_32_253,VGND,li1,122.3600,97.9200,0.001467
FILLER_32_249,VGND,li1,120.7500,97.9200,0.001462
FILLER_32_237,VGND,li1,117.3000,97.9200,0.001454
FILLER_32_225,VGND,li1,111.7800,97.9200,0.001433
FILLER_32_213,VGND,li1,106.2600,97.9200,0.001402
FILLER_32_201,VGND,li1,100.7400,97.9200,0.001381
FILLER_32_190,VGND,li1,93.3800,97.9200,0.001349
FILLER_32_182,VGND,li1,91.0800,97.9200,0.001336
FILLER_32_141,VGND,li1,70.6100,97.9200,0.001152
FILLER_32_115,VGND,li1,59.1100,97.9200,0.000991
FILLER_32_41,VGND,li1,25.0700,97.9200,0.000246
FILLER_32_29,VGND,li1,21.6200,97.9200,0.000246
FILLER_32_27,VGND,li1,18.1700,97.9200,0.000246
FILLER_32_15,VGND,li1,15.1800,97.9200,0.000246
FILLER_32_3,VGND,li1,9.6600,97.9200,0.000246
FILLER_31_254,VGND,li1,122.8200,97.9200,0.001467
FILLER_31_229,VGND,li1,111.0900,97.9200,0.001425
FILLER_31_225,VGND,li1,109.9400,97.9200,0.001425
FILLER_31_222,VGND,li1,108.1000,97.9200,0.001417
